@relation 'matches-weka.filters.unsupervised.attribute.Remove-R1-8-weka.filters.unsupervised.attribute.Remove-R2-30-weka.filters.unsupervised.attribute.Remove-R19,37'

@attribute venue_name {'Power Horse Stadium – Estadio de los Juegos Mediterráneos','San Mamés Barria','Estádio Cívitas Metropolitano',Abanca-Balaídos,'Estadio Ramón Sánchez Pizjuán','Estadio de Gran Canaria','Coliseum Alfonso Pérez','Estadio de la Cerámica','Reale Arena','Estadio Nuevo Mirandilla','Estadi Olímpic Lluís Companys','Estadi Mallorca Son Moix','Estadio Nuevo Los Cármenes','Estadio de Mendizorroza','Estadio El Sadar','Estadio Benito Villamarín','Estadi Municipal de Montilivi','Estadio de Mestalla','Estadio de Vallecas','Estadio Santiago Bernabéu','Estadio Coliseum','Power Horse Stadium','Spotify Camp Nou','Estadio Municipal José Zorrilla','RCDE Stadium','Visit Mallorca Estadi','Estadio Manuel Martínez Valero','Estadio Ciudad de Valencia'}
@attribute home_shotsOnGoal numeric
@attribute home_shotsOffGoal numeric
@attribute home_totalShots numeric
@attribute home_blockedShots numeric
@attribute home_shotsInsideBox numeric
@attribute home_shotsOutsideBox numeric
@attribute home_fouls numeric
@attribute home_cornerKicks numeric
@attribute home_offsides numeric
@attribute home_possession {'60\%','46\%','45\%','52\%','55\%','69\%','25\%','63\%','48\%','44\%','43\%','75\%','40\%','49\%','33\%','62\%','53\%','65\%','39\%','47\%','37\%','56\%','51\%','50\%','42\%','30\%','76\%','66\%','61\%','36\%','74\%','41\%','58\%','54\%','70\%','59\%','26\%','19\%','67\%','64\%','57\%','68\%','35\%','72\%','28\%','71\%','34\%','38\%','22\%','73\%','31\%','32\%','27\%','29\%','80\%','77\%'}
@attribute home_yellowCards numeric
@attribute home_redCards numeric
@attribute home_goalkeeperSaves numeric
@attribute home_totalPasses numeric
@attribute home_accuratePasses numeric
@attribute home_passPercentage {'88\%','86\%','82\%','75\%','72\%','81\%','69\%','91\%','84\%','77\%','62\%','79\%','76\%','78\%','80\%','65\%','85\%','87\%','70\%','58\%','83\%','67\%','74\%','73\%','89\%','90\%','57\%','63\%','92\%','66\%','94\%','68\%','71\%','93\%','60\%','59\%'}
@attribute home_expectedGoals numeric
@attribute away_shotsOnGoal numeric
@attribute away_shotsOffGoal numeric
@attribute away_totalShots numeric
@attribute away_blockedShots numeric
@attribute away_shotsInsideBox numeric
@attribute away_shotsOutsideBox numeric
@attribute away_fouls numeric
@attribute away_cornerKicks numeric
@attribute away_offsides numeric
@attribute away_possession {'40\%','54\%','55\%','48\%','45\%','31\%','75\%','37\%','52\%','56\%','57\%','25\%','60\%','51\%','67\%','38\%','47\%','35\%','61\%','53\%','63\%','44\%','49\%','50\%','58\%','70\%','24\%','34\%','39\%','64\%','26\%','59\%','42\%','46\%','30\%','41\%','74\%','81\%','33\%','36\%','43\%','32\%','65\%','28\%','72\%','29\%','66\%','62\%','78\%','27\%','69\%','68\%','73\%','71\%','20\%','23\%'}
@attribute away_yellowCards numeric
@attribute away_redCards numeric
@attribute away_goalkeeperSaves numeric
@attribute away_totalPasses numeric
@attribute away_accuratePasses numeric
@attribute away_passPercentage {'78\%','88\%','83\%','75\%','71\%','70\%','90\%','79\%','82\%','91\%','68\%','77\%','84\%','86\%','74\%','69\%','89\%','76\%','80\%','67\%','81\%','64\%','87\%','85\%','73\%','93\%','55\%','65\%','92\%','72\%','56\%','59\%','57\%','61\%','63\%','66\%','58\%','94\%'}
@attribute away_expectedGoals numeric
@attribute resultado {'Away Win','Home Win',Draw}

@data
'Estadio Coliseum',9,13,34,12,18,16,6,10,4,'64\%',0,0,0,528,423,'80\%',4.36,2,3,7,2,5,2,9,6,0,'36\%',2,2,9,307,209,'68\%',0.69,'Away Win'
'Estadi Mallorca Son Moix',4,3,7,0,4,3,12,6,2,'59\%',2,?,3,528,451,'85\%',0.24,4,4,9,1,4,5,7,2,0,'41\%',0,?,4,375,289,'77\%',0.72,'Away Win'
'Estadi Municipal de Montilivi',7,0,9,2,8,1,11,5,4,'40\%',0,?,5,381,318,'83\%',1.86,7,5,16,4,14,2,8,4,2,'60\%',3,?,2,586,518,'88\%',2.56,'Home Win'
'Estadio El Sadar',2,7,12,3,10,2,13,8,1,'41\%',2,1,2,347,264,'76\%',0.77,4,4,10,2,6,4,13,5,4,'59\%',2,0,2,528,444,'84\%',1.14,'Away Win'
'Estadio Santiago Bernabéu',9,5,19,5,11,8,6,7,2,'71\%',0,?,2,788,734,'93\%',2.33,2,4,7,1,6,1,12,4,1,'29\%',1,?,6,315,248,'79\%',0.96,'Home Win'
'Estadio Ramón Sánchez Pizjuán',5,4,11,2,10,1,15,5,1,'60\%',2,?,3,540,451,'84\%',1.66,3,3,8,2,1,7,13,4,2,'40\%',2,?,2,350,266,'76\%',0.36,'Home Win'
'Reale Arena',4,3,9,2,5,4,12,7,3,'52\%',2,?,1,478,411,'86\%',0.58,1,3,7,3,3,4,11,2,3,'48\%',1,?,3,438,370,'84\%',0.52,'Home Win'
'Estadio de Mestalla',1,7,13,5,10,3,9,5,2,'57\%',1,?,3,423,335,'79\%',0.97,4,4,14,6,7,7,17,7,0,'43\%',3,?,1,313,224,'72\%',0.83,'Away Win'
'San Mamés Barria',6,3,15,6,11,4,9,8,3,'67\%',2,?,1,607,525,'86\%',1.33,3,5,13,5,6,7,14,6,2,'33\%',4,?,4,298,222,'74\%',1.14,Draw
'Estádio Cívitas Metropolitano',8,6,21,7,13,8,7,4,4,'56\%',1,?,2,637,562,'88\%',1.48,2,3,6,1,4,2,9,7,0,'44\%',1,?,7,502,424,'84\%',0.47,'Home Win'
'Estadi Olímpic Lluís Companys',5,5,14,4,7,7,12,6,1,'57\%',2,?,3,582,514,'88\%',2.15,3,5,10,2,6,4,14,2,2,'43\%',3,?,3,444,385,'87\%',0.67,'Home Win'
'Estadio Nuevo Mirandilla',6,6,13,1,10,3,23,6,2,'45\%',5,?,4,350,261,'75\%',1.54,4,5,10,1,4,6,16,2,1,'55\%',2,?,5,438,350,'80\%',0.44,'Home Win'
'Estadio Nuevo Los Cármenes',1,5,12,6,10,2,11,8,3,'42\%',2,?,3,369,311,'84\%',0.9,7,1,13,5,10,3,10,5,0,'58\%',0,?,2,538,476,'88\%',1.89,'Away Win'
'Estadio de Mendizorroza',8,6,14,0,12,2,13,5,0,'35\%',3,?,3,299,248,'83\%',1.79,5,5,15,5,12,3,6,3,3,'65\%',2,?,6,582,520,'89\%',1.88,Draw
'Estadio Benito Villamarín',7,2,14,5,9,5,9,3,2,'47\%',0,?,5,504,425,'84\%',0.77,7,6,14,1,5,9,10,5,1,'53\%',2,?,5,556,481,'87\%',1.17,'Home Win'
'Estadio de Mestalla',5,3,13,5,10,3,14,6,5,'50\%',1,?,2,373,277,'74\%',1.31,1,7,12,4,7,5,21,3,3,'50\%',2,?,5,376,276,'73\%',0.57,Draw
'Estadio de la Cerámica',7,11,25,7,18,7,12,10,6,'59\%',3,?,2,509,446,'88\%',3.33,4,2,8,2,7,1,14,1,1,'41\%',5,?,4,361,283,'78\%',1.74,'Home Win'
'Estadi Mallorca Son Moix',2,2,7,3,5,2,18,2,2,'44\%',6,?,1,341,269,'79\%',0.33,1,5,7,1,2,5,10,2,3,'56\%',2,?,1,447,388,'87\%',0.38,'Home Win'
'Power Horse Stadium',3,7,12,2,7,5,10,4,5,'35\%',0,?,5,370,311,'84\%',0.92,7,7,16,2,11,5,11,7,1,'65\%',1,?,3,687,618,'90\%',1.57,'Away Win'
'Estadi Municipal de Montilivi',5,15,22,2,14,8,3,5,1,'66\%',1,0,2,749,696,'93\%',1.71,3,5,11,3,7,4,14,1,0,'34\%',5,1,4,386,322,'83\%',0.62,'Away Win'
'Reale Arena',5,4,10,1,5,5,11,3,0,'59\%',0,?,3,568,467,'82\%',1.28,3,3,7,1,4,3,13,3,5,'41\%',2,?,4,402,306,'76\%',0.84,'Home Win'
Abanca-Balaídos,4,3,10,3,7,3,15,2,3,'53\%',2,?,1,522,427,'82\%',0.77,2,3,7,2,3,4,14,3,0,'47\%',0,?,2,462,357,'77\%',0.22,'Home Win'
'Estadio Coliseum',3,2,8,3,4,4,17,6,1,'45\%',4,?,1,455,391,'86\%',0.62,3,2,7,2,6,1,7,3,6,'55\%',3,?,3,561,495,'88\%',1.3,'Away Win'
'Estadio de Gran Canaria',9,4,16,3,11,5,9,4,6,'57\%',2,?,3,481,399,'83\%',2.33,4,0,6,2,4,2,12,8,7,'43\%',1,?,7,359,277,'77\%',1.27,Draw
'Estadio Ramón Sánchez Pizjuán',3,8,14,3,9,5,13,1,0,'57\%',6,?,6,467,396,'85\%',1.3,7,8,19,4,9,10,11,9,2,'43\%',2,?,3,346,271,'78\%',2.51,'Away Win'
'Estadio El Sadar',4,5,10,1,3,7,12,2,1,'52\%',0,?,3,455,345,'76\%',0.37,4,4,10,2,9,1,11,4,3,'48\%',1,?,3,407,306,'75\%',0.97,Draw
'Estadio de Vallecas',9,5,18,4,13,5,12,6,3,'31\%',4,1,0,206,127,'62\%',2.57,1,4,10,5,5,5,17,6,2,'69\%',3,0,7,465,378,'81\%',0.93,'Home Win'
'Estadio Santiago Bernabéu',11,5,22,6,17,5,6,4,0,'72\%',1,?,10,789,728,'92\%',2.52,10,5,18,3,8,10,12,1,2,'28\%',1,?,6,305,245,'80\%',1.28,'Home Win'
'San Mamés Barria',6,5,15,4,12,3,12,8,3,'53\%',1,?,4,485,414,'85\%',1.57,4,5,9,0,7,2,5,3,0,'47\%',1,?,4,417,338,'81\%',0.87,'Home Win'
'Estádio Cívitas Metropolitano',2,10,14,2,12,2,12,7,4,'57\%',2,?,2,483,411,'85\%',1.56,6,5,15,4,13,2,9,5,3,'43\%',2,?,1,366,291,'80\%',1.91,'Away Win'
'Estadi Olímpic Lluís Companys',6,4,14,4,8,6,10,7,0,'72\%',4,?,4,638,578,'91\%',1.26,4,7,15,4,7,8,7,5,3,'28\%',2,?,3,240,178,'74\%',1.28,'Home Win'
'Estadio Benito Villamarín',9,3,18,6,13,5,12,6,3,'68\%',3,?,1,626,539,'86\%',1.69,2,2,5,1,4,1,18,2,1,'32\%',4,?,9,308,223,'72\%',0.46,'Away Win'
'Estadio Nuevo Mirandilla',3,6,10,1,8,2,13,5,2,'49\%',3,1,1,441,325,'74\%',0.88,1,6,9,2,8,1,12,3,4,'51\%',1,0,3,477,371,'78\%',0.56,Draw
'Estadio de Mendizorroza',2,5,9,2,9,0,13,2,3,'47\%',5,0,4,243,143,'59\%',1.18,4,3,10,3,6,4,27,1,0,'53\%',7,1,1,278,181,'65\%',0.33,'Home Win'
'Estadi Mallorca Son Moix',8,13,29,8,17,12,9,12,2,'51\%',2,?,1,422,349,'83\%',3.01,3,2,7,2,3,4,9,2,1,'49\%',3,?,6,419,344,'82\%',0.42,Draw
'Estadio Nuevo Los Cármenes',3,6,11,2,7,4,15,10,2,'49\%',2,?,3,416,320,'77\%',1.92,5,3,8,0,7,1,12,2,2,'51\%',1,?,2,449,356,'79\%',1.68,'Away Win'
'Estadio de Mestalla',6,10,20,4,10,10,10,5,0,'36\%',2,?,3,343,298,'87\%',3.17,5,6,18,7,9,9,8,4,4,'64\%',0,?,5,629,573,'91\%',2.62,'Away Win'
'Estadio de la Cerámica',7,7,21,7,17,4,15,3,0,'43\%',2,?,2,502,449,'89\%',1.78,6,4,12,2,8,4,12,3,1,'57\%',2,?,3,685,630,'92\%',1.04,Draw
'Power Horse Stadium',12,11,27,4,16,11,4,1,0,'46\%',2,?,3,437,371,'85\%',3.16,4,7,12,1,4,8,9,4,1,'54\%',2,?,7,510,441,'86\%',0.5,'Home Win'
Abanca-Balaídos,4,4,9,1,5,4,17,2,3,'54\%',?,?,0,511,441,'86\%',1.52,1,8,12,3,10,2,18,2,1,'46\%',?,?,2,433,356,'82\%',1.96,Draw
'Estadio Coliseum',6,6,16,4,7,9,12,3,0,'50\%',0,?,2,409,338,'83\%',0.89,4,3,9,2,7,2,10,4,2,'50\%',2,?,5,390,309,'79\%',1.49,'Away Win'
'Estadi Municipal de Montilivi',9,5,16,2,11,5,6,4,4,'70\%',3,0,3,626,574,'92\%',4.62,2,6,10,2,6,4,13,2,0,'30\%',5,1,2,268,215,'80\%',1.05,'Home Win'
'Estadio El Sadar',6,3,12,3,10,2,13,6,1,'43\%',4,?,2,358,287,'80\%',0.95,3,6,11,2,6,5,6,4,4,'57\%',3,?,5,490,427,'87\%',1.56,Draw
'Estadio de Vallecas',4,7,17,6,10,7,6,8,0,'63\%',1,?,0,568,463,'82\%',1.07,1,3,7,3,5,2,13,2,2,'37\%',1,?,4,338,229,'68\%',0.7,'Away Win'
'Reale Arena',4,3,14,7,6,8,19,8,0,'60\%',3,0,2,541,487,'90\%',0.61,4,3,10,3,9,1,15,4,4,'40\%',5,1,2,364,310,'85\%',2.17,'Away Win'
'Estadio Ramón Sánchez Pizjuán',6,8,15,1,13,2,11,6,1,'39\%',2,?,4,401,355,'89\%',1.47,6,4,11,1,9,2,9,5,7,'61\%',1,?,5,645,595,'92\%',1.35,'Away Win'
'Estadio Santiago Bernabéu',5,5,13,3,7,6,8,4,4,'59\%',2,?,3,642,599,'93\%',0.92,3,7,11,1,7,4,11,5,2,'41\%',1,?,4,436,375,'86\%',0.86,Draw
'Estadio de Gran Canaria',4,5,9,0,4,5,16,2,3,'65\%',2,?,3,517,444,'86\%',0.99,4,7,14,3,9,5,10,6,1,'35\%',1,?,3,264,186,'70\%',2.59,Draw
'San Mamés Barria',6,10,23,7,13,10,13,7,1,'64\%',0,?,2,471,388,'82\%',?,2,2,6,2,5,1,12,2,0,'36\%',6,?,6,272,183,'67\%',?,Draw
'Spotify Camp Nou',6,9,21,6,15,6,16,8,4,'68\%',3,1,2,560,489,'87\%',?,2,2,4,0,3,1,14,0,4,'32\%',6,0,5,274,191,'70\%',?,Draw
'Estadio Benito Villamarín',8,5,17,4,12,5,10,8,5,'72\%',3,0,1,605,539,'89\%',?,2,1,4,1,4,0,18,4,3,'28\%',6,1,5,224,155,'69\%',?,'Home Win'
Abanca-Balaídos,3,3,8,2,3,5,17,3,1,'60\%',5,?,0,539,443,'82\%',?,2,5,10,3,2,8,15,3,0,'40\%',2,?,1,356,272,'76\%',?,Draw
'Estadio Nuevo Mirandilla',2,3,7,2,4,3,9,3,4,'40\%',4,?,6,291,216,'74\%',?,7,3,15,5,8,7,20,6,0,'60\%',2,?,1,461,373,'81\%',?,'Away Win'
'Estadio El Sadar',5,3,12,4,4,8,16,5,5,'34\%',5,?,2,255,201,'79\%',?,3,4,10,3,5,5,9,2,2,'66\%',3,?,3,518,450,'87\%',?,'Home Win'
'Power Horse Stadium – Estadio de los Juegos Mediterráneos',6,3,10,1,7,3,11,2,3,'32\%',3,?,13,315,257,'82\%',?,15,4,29,10,18,11,4,15,3,'68\%',1,?,5,649,593,'91\%',?,'Away Win'
'Coliseum Alfonso Pérez',0,9,10,1,6,4,14,3,0,'42\%',2,?,2,385,305,'79\%',?,5,2,12,5,5,7,19,6,5,'58\%',1,?,0,543,469,'86\%',?,'Away Win'
'Estadio Municipal José Zorrilla',6,5,12,1,7,5,6,4,2,'52\%',1,?,1,434,362,'83\%',?,4,4,10,2,6,4,10,5,1,'48\%',0,?,6,414,323,'78\%',?,'Away Win'
'Estadio de Mestalla',2,7,17,8,9,8,18,4,1,'46\%',2,1,1,352,285,'81\%',?,1,2,5,2,2,3,14,4,2,'54\%',3,0,2,397,331,'83\%',?,'Home Win'
'San Mamés Barria',2,6,12,4,6,6,11,6,6,'37\%',5,?,0,301,225,'75\%',?,0,6,10,4,6,4,15,3,0,'63\%',2,?,1,511,432,'85\%',?,'Home Win'
'Estádio Cívitas Metropolitano',5,6,13,2,8,5,8,5,2,'50\%',2,1,3,473,410,'87\%',?,5,5,19,9,13,6,11,6,1,'50\%',2,0,5,491,443,'90\%',?,'Away Win'
Abanca-Balaídos,2,8,15,5,9,6,12,2,0,'51\%',2,?,3,543,479,'88\%',?,7,5,16,4,12,4,8,2,1,'49\%',2,?,1,538,475,'88\%',?,'Away Win'
'RCDE Stadium',1,8,13,4,7,6,12,9,3,'54\%',2,1,1,450,386,'86\%',?,3,4,8,1,4,4,17,2,2,'46\%',5,1,1,395,321,'81\%',?,'Away Win'
'Estadio Ramón Sánchez Pizjuán',2,11,18,5,14,4,20,12,4,'61\%',3,1,2,452,384,'85\%',?,3,2,6,1,2,4,10,2,4,'39\%',2,1,1,303,225,'74\%',?,Draw
'Reale Arena',5,3,10,2,7,3,15,3,5,'41\%',2,?,3,380,311,'82\%',?,7,3,15,5,13,2,9,6,1,'59\%',1,?,4,549,495,'90\%',?,'Away Win'
'Visit Mallorca Estadi',7,3,13,3,9,4,22,5,4,'47\%',7,?,1,350,277,'79\%',?,3,4,8,1,7,1,17,2,0,'53\%',8,?,6,403,329,'82\%',?,'Away Win'
'Estadi Municipal de Montilivi',6,5,12,1,8,4,16,5,2,'67\%',2,0,2,548,482,'88\%',?,3,4,7,0,5,2,18,2,1,'33\%',6,1,4,259,196,'76\%',?,'Home Win'
'Estadio El Sadar',3,8,16,5,11,5,11,2,0,'56\%',2,0,2,413,313,'76\%',?,2,3,9,4,6,3,13,2,1,'44\%',5,1,2,335,246,'73\%',?,'Home Win'
'Estadio Manuel Martínez Valero',3,5,13,5,9,4,12,6,7,'55\%',1,0,6,423,353,'83\%',?,7,1,12,4,6,6,16,5,3,'45\%',4,1,2,360,291,'81\%',?,Draw
'Spotify Camp Nou',9,8,24,7,19,5,9,14,1,'68\%',1,?,2,637,570,'89\%',?,3,4,8,1,5,3,8,4,3,'32\%',2,?,5,304,221,'73\%',?,'Home Win'
'Estadio Benito Villamarín',1,4,7,2,5,2,9,2,2,'55\%',0,1,2,464,381,'82\%',?,2,8,12,2,7,5,21,4,1,'45\%',3,0,0,367,287,'78\%',?,'Home Win'
'Estadio Manuel Martínez Valero',5,3,12,4,5,7,14,4,2,'45\%',3,?,4,372,296,'80\%',?,5,1,9,3,7,2,18,6,4,'55\%',3,?,5,469,396,'84\%',?,'Away Win'
'Coliseum Alfonso Pérez',2,4,8,2,4,4,11,1,5,'35\%',1,?,6,263,197,'75\%',?,6,3,11,2,8,3,19,4,0,'65\%',5,?,2,480,408,'85\%',?,Draw
'RCDE Stadium',4,6,15,5,11,4,15,7,0,'36\%',?,1,3,303,235,'78\%',?,6,3,19,10,12,7,12,7,6,'64\%',?,0,3,555,499,'90\%',?,'Away Win'
'Power Horse Stadium – Estadio de los Juegos Mediterráneos',5,5,11,1,8,3,18,5,4,'32\%',5,?,4,245,172,'70\%',?,5,6,13,2,9,4,11,2,5,'68\%',8,?,3,547,482,'88\%',?,'Home Win'
'Estadio Nuevo Mirandilla',3,2,9,4,4,5,18,0,0,'37\%',2,?,5,334,257,'77\%',?,8,10,20,2,13,7,4,6,3,'63\%',1,?,3,569,497,'87\%',?,'Away Win'
'Estadio de Mestalla',2,4,12,6,5,7,15,6,1,'71\%',4,?,6,583,513,'88\%',?,7,5,13,1,9,4,17,2,7,'29\%',3,?,2,245,180,'73\%',?,'Away Win'
'Estadi Municipal de Montilivi',3,3,11,5,8,3,16,2,1,'54\%',2,?,5,517,440,'85\%',?,6,4,11,1,7,4,13,4,1,'46\%',1,?,3,452,366,'81\%',?,'Away Win'
'Estadio de Vallecas',0,4,15,11,8,7,11,7,1,'65\%',1,?,2,536,449,'84\%',?,4,2,9,3,6,3,18,3,2,'35\%',3,?,0,302,224,'74\%',?,'Away Win'
'San Mamés Barria',2,11,17,4,9,8,12,4,3,'67\%',3,?,1,558,467,'84\%',?,2,4,9,3,7,2,12,2,2,'33\%',2,?,3,288,192,'67\%',?,'Away Win'
'Estadio El Sadar',6,4,13,3,8,5,14,4,3,'46\%',2,?,2,329,233,'71\%',?,3,1,5,1,2,3,16,0,2,'54\%',2,?,3,389,302,'78\%',?,'Home Win'
'Reale Arena',5,1,12,6,8,4,18,7,4,'55\%',5,?,6,437,343,'78\%',?,7,3,15,5,9,6,13,6,0,'45\%',4,?,4,362,270,'75\%',?,Draw
'Estadio Ramón Sánchez Pizjuán',4,2,9,3,7,2,15,4,6,'46\%',2,?,2,367,286,'78\%',?,7,10,18,1,11,7,14,4,2,'54\%',4,?,4,447,372,'83\%',?,'Away Win'
'Estadio Santiago Bernabéu',5,12,22,5,13,9,8,9,2,'50\%',0,?,3,495,446,'90\%',?,4,2,8,2,4,4,12,2,3,'50\%',1,?,2,519,456,'88\%',?,'Home Win'
'Estadio Ciudad de Valencia',10,6,18,2,17,1,10,6,5,'53\%',1,?,0,472,411,'87\%',?,0,4,7,3,5,2,9,4,2,'47\%',3,?,6,403,356,'88\%',?,'Home Win'
'Estadio de Mestalla',9,5,24,10,18,6,11,9,1,'70\%',3,1,3,546,482,'88\%',?,4,2,7,1,6,1,22,1,1,'30\%',6,1,4,224,161,'72\%',?,'Home Win'
Abanca-Balaídos,5,3,9,1,4,5,13,2,4,'58\%',1,?,0,530,452,'85\%',?,0,3,7,4,4,3,23,2,1,'42\%',2,?,2,382,299,'78\%',?,'Home Win'
'Estadio Municipal José Zorrilla',6,7,14,1,8,6,11,2,6,'52\%',1,?,0,362,283,'78\%',?,1,3,12,8,9,3,20,8,4,'48\%',6,?,5,323,242,'75\%',?,'Home Win'
'Visit Mallorca Estadi',4,5,10,1,8,2,22,6,1,'52\%',4,?,3,410,347,'85\%',?,4,6,10,0,3,7,10,3,2,'48\%',2,?,3,390,328,'84\%',?,Draw
'Estádio Cívitas Metropolitano',4,2,10,4,8,2,11,4,0,'46\%',2,?,2,464,384,'83\%',?,3,5,14,6,9,5,6,7,1,'54\%',3,?,1,541,471,'87\%',?,'Home Win'
'Estadio Benito Villamarín',5,6,16,5,11,5,11,9,4,'47\%',1,?,2,376,322,'86\%',?,3,4,14,7,8,6,14,8,6,'53\%',1,?,4,413,357,'86\%',?,'Home Win'
'Coliseum Alfonso Pérez',3,3,8,2,4,4,9,3,1,'33\%',4,?,5,250,171,'68\%',?,6,5,13,2,9,4,16,7,0,'67\%',1,?,1,503,425,'84\%',?,'Home Win'
'RCDE Stadium',5,9,19,5,12,7,11,9,3,'59\%',3,0,4,406,332,'82\%',?,7,1,11,3,10,1,14,3,1,'41\%',5,1,3,298,222,'74\%',?,'Away Win'
'Estadio de Vallecas',6,5,14,3,8,6,22,7,1,'46\%',5,?,3,289,206,'71\%',?,4,6,17,7,13,4,11,7,2,'54\%',2,?,5,345,266,'77\%',?,'Home Win'
'Power Horse Stadium – Estadio de los Juegos Mediterráneos',2,1,7,4,4,3,4,5,2,'61\%',0,?,3,535,445,'83\%',?,4,6,15,5,14,1,9,10,3,'39\%',2,?,2,323,234,'72\%',?,'Away Win'
'Estadi Municipal de Montilivi',5,8,14,1,10,4,11,3,3,'45\%',0,?,3,358,277,'77\%',?,4,3,14,7,6,8,15,12,0,'55\%',2,?,3,437,367,'84\%',?,'Home Win'
'Estadio Manuel Martínez Valero',2,4,9,3,4,5,15,5,2,'47\%',3,?,5,385,315,'82\%',?,8,4,16,4,13,3,9,5,5,'53\%',0,?,1,447,364,'81\%',?,'Away Win'
'Estadio Nuevo Mirandilla',0,6,6,0,4,2,12,5,3,'30\%',0,?,4,219,142,'65\%',?,8,6,16,2,13,3,13,6,3,'70\%',3,?,0,568,482,'85\%',?,'Away Win'
'Estadio Santiago Bernabéu',7,8,22,7,6,16,7,4,0,'68\%',3,?,1,649,596,'92\%',?,2,2,5,1,5,0,15,3,1,'32\%',5,?,3,294,241,'82\%',?,'Home Win'
'San Mamés Barria',7,5,14,2,11,3,13,2,3,'39\%',1,?,0,318,235,'74\%',?,2,7,11,2,6,5,13,7,3,'61\%',2,?,4,491,413,'84\%',?,'Home Win'
'Estádio Cívitas Metropolitano',4,4,12,4,7,5,15,8,2,'53\%',4,1,1,565,508,'90\%',?,3,2,6,1,4,2,16,1,0,'47\%',2,0,3,507,451,'89\%',?,'Away Win'
'Spotify Camp Nou',9,10,25,6,18,7,11,6,5,'77\%',2,0,1,708,642,'91\%',?,1,0,1,0,1,0,9,0,3,'23\%',2,1,6,213,143,'67\%',?,'Home Win'
'Estadio Benito Villamarín',3,3,9,3,6,3,9,2,2,'44\%',0,?,2,429,364,'85\%',?,3,5,9,1,6,3,8,4,5,'56\%',3,?,1,547,477,'87\%',?,'Home Win'
'Estadio de Mestalla',7,4,14,3,10,4,18,5,2,'66\%',3,0,2,462,390,'84\%',?,2,2,6,2,5,1,23,4,0,'34\%',2,1,4,239,161,'67\%',?,'Home Win'
'Estadio El Sadar',4,3,12,5,10,2,15,8,1,'56\%',7,1,2,456,369,'81\%',?,4,3,10,3,4,6,15,1,0,'44\%',3,1,4,379,302,'80\%',?,'Away Win'
'Estadio Municipal José Zorrilla',6,7,18,5,11,7,12,8,2,'58\%',1,?,0,413,352,'85\%',?,1,3,7,3,2,5,19,2,2,'42\%',4,?,6,312,235,'75\%',?,'Away Win'
'Reale Arena',6,5,14,3,9,5,18,4,2,'63\%',3,?,3,527,428,'81\%',?,4,7,14,3,10,4,8,2,3,'37\%',0,?,4,297,201,'68\%',?,'Home Win'
'Estadio Ciudad de Valencia',7,8,17,2,11,6,15,6,1,'46\%',1,?,0,376,305,'81\%',?,1,7,12,4,6,6,12,4,6,'54\%',5,?,6,455,386,'85\%',?,Draw
'Visit Mallorca Estadi',2,3,5,0,3,2,15,5,2,'45\%',3,?,2,389,323,'83\%',?,3,4,9,2,3,6,14,2,3,'55\%',6,?,1,485,422,'87\%',?,'Home Win'
'Coliseum Alfonso Pérez',6,3,14,5,12,2,23,4,1,'44\%',2,?,4,320,245,'77\%',?,7,3,14,4,5,9,13,2,3,'56\%',5,?,4,435,365,'84\%',?,'Away Win'
'Estadio Nuevo Mirandilla',2,3,10,5,6,4,13,6,3,'40\%',2,1,7,300,236,'79\%',?,6,5,14,3,10,4,8,5,1,'60\%',3,0,2,481,400,'83\%',?,Draw
'RCDE Stadium',5,3,10,2,8,2,16,6,1,'38\%',2,1,3,294,202,'69\%',?,5,6,12,1,7,5,15,4,1,'62\%',1,1,3,499,412,'83\%',?,Draw
'Estadi Municipal de Montilivi',8,5,16,3,11,5,9,2,0,'40\%',3,?,0,316,246,'78\%',?,5,5,11,1,8,3,19,2,1,'60\%',1,?,5,485,412,'85\%',?,'Away Win'
'Estadio Ramón Sánchez Pizjuán',3,8,14,3,5,9,9,5,2,'61\%',3,?,4,629,556,'88\%',?,6,9,20,5,14,6,12,7,0,'39\%',2,?,3,410,328,'80\%',?,'Away Win'
'Visit Mallorca Estadi',3,7,13,3,9,4,9,5,2,'28\%',2,?,2,283,226,'80\%',?,3,6,11,2,7,4,13,5,1,'72\%',4,?,3,770,715,'93\%',?,'Away Win'
Abanca-Balaídos,4,5,11,2,5,6,26,5,3,'46\%',4,0,4,368,302,'82\%',?,4,3,9,2,8,1,3,3,1,'54\%',3,1,3,435,357,'82\%',?,'Home Win'
'Estadio de Vallecas',6,5,15,4,8,7,5,13,2,'72\%',1,?,1,535,455,'85\%',?,2,3,6,1,4,2,19,3,0,'28\%',8,?,4,218,137,'63\%',?,'Home Win'
'Estadio Santiago Bernabéu',4,9,22,9,12,10,9,10,4,'64\%',1,0,1,605,550,'91\%',?,2,6,8,0,6,2,13,2,0,'36\%',2,1,3,350,281,'80\%',?,Draw
'San Mamés Barria',4,8,17,5,11,6,17,11,5,'59\%',1,?,2,458,395,'86\%',?,2,3,8,3,6,2,8,2,6,'41\%',3,?,0,319,245,'77\%',?,'Home Win'
'Estádio Cívitas Metropolitano',7,2,13,4,11,2,12,8,0,'45\%',3,?,3,505,433,'86\%',?,4,5,11,2,4,7,13,3,2,'55\%',1,?,5,608,541,'89\%',?,'Home Win'
